MorphoJ_ID,TPSDig_ID,Gonadal_Specimen_ID,All_Fish_ID,Tissue_Sample_ID,Species,Location,Location_Code,Sex,Mature,Gonadal_Stage,Gonadal_Stage_Index,Standard_Length,Standard_Length_mm,Weight_g,Habitat_Area,Distance_from_PopHub_km,Pop_Density,Pop_Size,NumFishers_Abner,NumFishersTargetingSiganids_Abner,FishersWithRegisteredGear_FisheriesProfile,NumFishers_FISHR,PopSize_DIV_HabitatArea,NumFishers_Abner_DIV_HabitatArea,NumFishersTargetingSiganids_Abner_DIV_HabitatArea,FishersWithRegisteredGear_FisheriesProfile_DIV_HabitatArea,NumFishers_FISHR_DIV_HabitatArea,B-value,PC1,PC2,Csize,lnCsize,TW_Csize,lnTW_lnCsize,Total_Length_cm,TW_TL
0,1,SFU-SIL-001,SFU-SIL-001,SFU-SIL-001,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 5,5,15.7,157,95.04,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,27.04630423,3.297550369,3.513973635,1.381115479,18.7,5.082352941
1,2,SFU-SIL-002,SFU-SIL-002,SFU-SIL-002,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 3,3,13.6,136,54.42,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,22.60762804,3.118287373,2.40715213,1.281707314,16.2,3.359259259
2,3,SFU-SIL-003,SFU-SIL-003,SFU-SIL-003,Siganus_fuscescens,Dumaguete,DUMA,M,N,Stage 2b,2.5,14.8,148,73.3,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,24.39067021,3.194200691,3.005247472,1.344486782,17.5,4.188571429
3,4,SFU-SIL-004,SFU-SIL-004,SFU-SIL-004,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 4,4,16.8,168,88.26,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,26.56873609,3.27973519,3.321949516,1.366051448,19,4.645263158
4,5,SFU-SIL-005,SFU-SIL-005,SFU-SIL-005,Siganus_fuscescens,Dumaguete,DUMA,M,N,Stage 2b,2.5,14.4,144,65.92,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,23.88150784,3.173104429,2.76029472,1.319982364,17,3.877647059
5,6,SFU-SIL-006,SFU-SIL-006,SFU-SIL-006,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 4,4,14.3,143,66.07,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,23.80060376,3.169710948,2.775979999,1.322112601,17.3,3.819075145
6,7,SFU-SIL-007,SFU-SIL-007,SFU-SIL-007,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 4,4,15.2,152,81.09,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,25.41207688,3.235224529,3.191002466,1.358656752,18.6,4.359677419
7,8,SFU-SIL-008,SFU-SIL-008,SFU-SIL-008,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 5,5,14.6,146,70.2,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,24.36306374,3.193068204,2.881411006,1.331430473,17.4,4.034482759
8,9,SFU-SIL-009,SFU-SIL-009,SFU-SIL-009,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 3,3,15.5,155,79.6,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,26.04703432,3.259903916,3.056010102,1.342681933,18.7,4.256684492
9,10,SFU-SIL-010,SFU-SIL-010,SFU-SIL-010,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 3,3,14.7,147,70.09,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,24.26458633,3.189017935,2.888571808,1.332629737,17.9,3.915642458
10,11,SFU-SIL-011,SFU-SIL-011,SFU-SIL-011,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 4,4,15.9,159,94.43,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,27.01105064,3.296246065,3.495976564,1.379708532,19.4,4.867525773
11,12,SFU-SIL-012,SFU-SIL-012,SFU-SIL-012,Siganus_fuscescens,Dumaguete,DUMA,M,N,Stage 2b,2.5,16.2,162,102.76,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,27.18124161,3.302527089,3.780548419,1.402682264,19.5,5.26974359
12,13,SFU-SIL-013,SFU-SIL-013,SFU-SIL-013,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 4,4,16.1,161,101.25,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,27.06468825,3.298229862,3.741036995,1.400021496,19.5,5.192307692
13,14,SFU-SIL-014,SFU-SIL-014,SFU-SIL-014,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 3,3,20.2,202,205.21,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,34.72874461,3.547567719,5.908938037,1.500756086,23.5,8.732340426
14,15,SFU-SIL-015,SFU-SIL-015,SFU-SIL-015,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 5,5,15.8,158,97.89,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,26.43993048,3.274875386,3.702354667,1.399700404,18.9,5.179365079
15,16,SFU-SIL-016,SFU-SIL-016,SFU-SIL-016,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 3,3,15.7,157,89.86,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,26.32478774,3.270510995,3.413512804,1.375397579,18.7,4.805347594
16,17,SFU-SIL-017,SFU-SIL-017,SFU-SIL-017,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 5,5,15.3,153,82.47,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,25.54328678,3.240374534,3.228636969,1.361705119,18.5,4.457837838
17,18,SFU-SIL-018,SFU-SIL-018,SFU-SIL-018,Siganus_fuscescens,Dumaguete,DUMA,M,N,Stage 2,2,13.2,132,54.45,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,21.94986973,3.088761205,2.480652536,1.294137871,15.7,3.468152866
18,19,SFU-SIL-019,SFU-SIL-019,SFU-SIL-019,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 5,5,15.4,154,88.89,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,25.37572252,3.233792911,3.502954445,1.387658324,18.4,4.830978261
19,20,SFU-SIL-020,SFU-SIL-020,SFU-SIL-020,Siganus_fuscescens,Dumaguete,DUMA,M,N,Stage 2,2,14.6,146,68.93,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,23.8905546,3.173483176,2.88524068,1.333894419,17.5,3.938857143
20,21,SFU-SIL-021,SFU-SIL-021,SFU-SIL-021,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 4,4,15.8,158,83.6,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,26.33016107,3.270715091,3.175066031,1.3532342,19.5,4.287179487
21,22,SFU-SIL-022,SFU-SIL-022,SFU-SIL-022,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 3,3,15.4,154,72.26,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,25.01042105,3.21929258,2.889195662,1.329568723,18.1,3.992265193
22,23,SFU-SIL-023,SFU-SIL-023,SFU-SIL-023,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 4,4,15.6,156,87.67,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,26.07241614,3.260877903,3.36255756,1.371894287,18,4.870555556
23,24,SFU-SIL-024,SFU-SIL-024,SFU-SIL-024,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 4,4,15.2,152,84.65,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,25.6282723,3.243696129,3.302992844,1.368354165,18.6,4.551075269
24,25,SFU-SIL-025,SFU-SIL-025,SFU-SIL-025,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 4,4,14.6,146,73.29,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,24.4340344,3.195977013,2.999504658,1.343696828,17.9,4.094413408
25,26,SFU-SIL-026,SFU-SIL-026,SFU-SIL-026,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 3,3,18.4,184,154.29,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,31.48373246,3.449470983,4.900626068,1.460755569,21.6,7.143055556
26,27,SFU-SIL-027,SFU-SIL-027,SFU-SIL-027,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 5,5,16.4,164,103.4,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,27.48610851,3.313680732,3.761900305,1.399834606,19.7,5.248730964
27,28,SFU-SIL-028,SFU-SIL-028,SFU-SIL-028,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 3,3,19.8,198,197.65,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,33.84935317,3.52191989,5.839107147,1.501027268,23.7,8.339662447
28,29,SFU-SIL-029,SFU-SIL-029,SFU-SIL-029,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 4,4,16,160,97.12,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,26.98042546,3.29511162,3.59964672,1.388707836,19.5,4.980512821
29,30,SFU-SIL-030,SFU-SIL-030,SFU-SIL-030,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 3,3,19,190,195.53,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,32.63583266,3.485410846,5.991267391,1.513656224,23.3,8.391845494
30,31,SFU-SIL-031,SFU-SIL-031,SFU-SIL-031,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 3,3,20.2,202,252.43,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,35.09366037,3.558020498,7.193037071,1.554553715,24.2,10.43099174
31,32,SFU-SIL-032,SFU-SIL-032,SFU-SIL-032,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 5,5,16.2,162,112.03,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,27.86851657,3.327497613,4.01994845,1.41811272,19.1,5.865445026
32,33,SFU-SIL-033,SFU-SIL-033,SFU-SIL-033,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 5,5,15.2,152,90.99,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,25.5490168,3.240598835,3.561389493,1.391949402,18.2,4.999450549
33,34,SFU-SIL-034,SFU-SIL-034,SFU-SIL-034,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 4,4,16.2,162,99.33,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,26.95056903,3.294004411,3.685636466,1.396005307,19.1,5.20052356
34,35,SFU-SIL-035,SFU-SIL-035,SFU-SIL-035,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 3,3,19.7,197,174.7,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,32.83945935,3.491630821,5.319819615,1.478698775,23.7,7.371308017
35,36,SFU-SIL-036,SFU-SIL-036,SFU-SIL-036,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 4,4,19.6,196,155.27,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,31.78613113,3.459030067,4.884834816,1.4585492,22.8,6.810087719
36,37,SFU-SIL-037,SFU-SIL-037,SFU-SIL-037,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 3,3,15.1,151,72.69,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,25.03720826,3.220363049,2.903278962,1.330969136,17.7,4.106779661
37,38,SFU-SIL-038,SFU-SIL-038,SFU-SIL-038,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 5,5,15.5,155,77.59,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,26.06222165,3.260486819,2.977106136,1.334597805,18.8,4.12712766
38,39,SFU-SIL-039,SFU-SIL-039,SFU-SIL-039,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 5,5,15.3,153,84.46,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,25.4624725,3.237205702,3.317038438,1.370403508,18.7,4.51657754
39,40,SFU-SIL-040,SFU-SIL-040,SFU-SIL-040,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 3,3,15.6,156,75.82,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,25.81864582,3.251096937,2.936637364,1.331354369,18.9,4.011640212
40,41,SFU-SIL-041,SFU-SIL-041,SFU-SIL-041,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 3,3,16,160,93.31,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,26.81110626,3.288816214,3.480274148,1.379197555,18.4,5.071195652
41,42,SFU-SIL-042,SFU-SIL-042,SFU-SIL-042,Siganus_fuscescens,Dumaguete,DUMA,F,N,Stage 2,2,18.6,186,136.03,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,31.07679176,3.436461295,4.377221466,1.429632121,22,6.183181818
42,43,SFU-SIL-043,SFU-SIL-043,SFU-SIL-043,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 3,3,16,160,88.01,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,26.34990069,3.271464506,3.340050539,1.368637941,18.6,4.73172043
43,44,SFU-SIL-044,SFU-SIL-044,SFU-SIL-044,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 3,3,15.2,152,69.78,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,24.52774583,3.19980496,2.844941418,1.326751939,18,3.876666667
44,45,SFU-SIL-045,SFU-SIL-045,SFU-SIL-045,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 5,5,15.5,155,87.85,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,25.85631807,3.252554984,3.397622189,1.376035405,18.1,4.85359116
45,46,SFU-SIL-046,SFU-SIL-046,SFU-SIL-046,Siganus_fuscescens,Dumaguete,DUMA,F,N,Stage 2,2,16.7,167,127.24,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,28.08441633,3.335214844,4.530626469,1.453002368,19.3,6.592746114
46,47,SFU-SIL-047,SFU-SIL-047,SFU-SIL-047,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 4,4,18.6,186,182.45,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,32.32193511,3.475746105,5.644773414,1.497944903,21.7,8.407834101
47,48,SFU-SIL-048,SFU-SIL-048,SFU-SIL-048,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 4,4,15.2,152,85.9,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,25.8198774,3.251144637,3.326894186,1.369727996,17.9,4.798882682
48,49,SFU-SIL-049,SFU-SIL-049,SFU-SIL-049,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 4,4,20.7,207,259.24,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,36.39717767,3.594491235,7.122530278,1.546186626,24.7,10.49554656
49,50,SFU-SIL-050,SFU-SIL-050,SFU-SIL-050,Siganus_fuscescens,Dumaguete,DUMA,M,N,Stage 2,2,16.2,162,105.12,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,27.93445017,3.3298607,3.763095366,1.397987175,19.5,5.390769231
50,51,SFU-SIL-051,SFU-SIL-051,SFU-SIL-051,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 5,5,15.7,157,104.48,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,26.74902325,3.286497959,3.905937014,1.414574335,19,5.498947368
51,52,SFU-SIL-052,SFU-SIL-052,SFU-SIL-052,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 5,5,18.8,188,184.1,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,32.06198934,3.467671196,5.742001784,1.504029302,21.9,8.406392694
52,53,SFU-SIL-053,SFU-SIL-053,SFU-SIL-053,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 3,3,12.2,122,50.47,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,20.99289005,3.044183811,2.404147303,1.288154508,14.6,3.456849315
53,54,SFU-SIL-054,SFU-SIL-054,SFU-SIL-054,Siganus_fuscescens,Dumaguete,DUMA,F,N,Stage 2b,2.5,18,180,145.49,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,30.66539149,3.423134706,4.744436413,1.454838265,21.3,6.830516432
54,55,SFU-SIL-055,SFU-SIL-055,SFU-SIL-055,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 5,5,19.3,193,211.47,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,33.32540529,3.506320028,6.345609248,1.526980738,22.6,9.357079646
55,56,SFU-SIL-056,SFU-SIL-056,SFU-SIL-056,Siganus_fuscescens,Dumaguete,DUMA,U,Y,Stage 4,4,19.5,195,199.53,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,33.42900759,3.509424014,5.968768276,1.50906946,23.1,8.637662338
56,57,SFU-SIL-057,SFU-SIL-057,SFU-SIL-057,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 5,5,15.3,153,96.27,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,26.29355702,3.269323929,3.661353233,1.396972843,17.6,5.469886364
57,58,SFU-SIL-058,SFU-SIL-058,SFU-SIL-058,Siganus_fuscescens,Dumaguete,DUMA,M,N,Stage 2b,2.5,15,150,86.95,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,25.98480761,3.257512045,3.346186022,1.37078027,17.1,5.084795322
58,59,SFU-SIL-059,SFU-SIL-059,SFU-SIL-059,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 5,5,15.6,156,104.01,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,26.96533463,3.294552139,3.857174459,1.409747624,18.4,5.652717391
59,60,SFU-SIL-060,SFU-SIL-060,SFU-SIL-060,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 3,3,15.6,156,113.5,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,26.96220644,3.294436124,4.209596134,1.436301285,18.5,6.135135135
60,61,SFU-SIL-061,SFU-SIL-061,SFU-SIL-061,Siganus_fuscescens,Dumaguete,DUMA,M,Y,Stage 5,5,15.1,151,82.18,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.509,-1.64272,0.4501563,25.68469569,3.245895316,3.199570709,1.358303807,17.9,4.591061453
61,62,SFU-SIL-062,SFU-SIL-062,SFU-SIL-062,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 5,5,17.5,175,164.43,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,30.29297397,3.410915803,5.427991328,1.495928144,20.7,7.943478261
62,63,SFU-SIL-063,SFU-SIL-063,SFU-SIL-063,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 4,4,18.6,186,175.61,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,31.3346867,3.444725685,5.604332403,1.500341711,21.9,8.018721461
63,64,SFU-SIL-064,SFU-SIL-064,SFU-SIL-064,Siganus_fuscescens,Dumaguete,DUMA,F,Y,Stage 4,4,21.6,216,228.25,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,2.938,-1.64272,0.4501563,35.69397003,3.574981768,6.39463752,1.519012368,24.9,9.166666667
64,65,SFU-SIL-065,SFU-SIL-065,SFU-SIL-065,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,21.3,213,259.9,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
65,66,SFU-SIL-066,SFU-SIL-066,SFU-SIL-066,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,20.3,203,239.06,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
66,67,SFU-SIL-067,SFU-SIL-067,SFU-SIL-067,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,27.3,273,396.68,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
67,68,SFU-SIL-068,SFU-SIL-068,SFU-SIL-068,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,20.4,204,194.56,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
68,69,SFU-SIL-069,SFU-SIL-069,SFU-SIL-069,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,19.35,193.5,159.7,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
69,70,SFU-SIL-070,SFU-SIL-070,SFU-SIL-070,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,20.2,202,199.81,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
70,71,SFU-SIL-071,SFU-SIL-071,SFU-SIL-071,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,19.1,191,145.85,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
71,72,SFU-SIL-072,SFU-SIL-072,SFU-SIL-072,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,17.2,172,129.41,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
72,73,SFU-SIL-073,SFU-SIL-073,SFU-SIL-073,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,17.6,176,119.36,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
73,74,SFU-SIL-074,SFU-SIL-074,SFU-SIL-074,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,17.85,178.5,123.94,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
74,75,SFU-SIL-075,SFU-SIL-075,SFU-SIL-075,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,16.2,162,90.6,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
75,76,SFU-SIL-076,SFU-SIL-076,SFU-SIL-076,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,15.9,159,85.08,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
76,77,SFU-SIL-077,SFU-SIL-077,SFU-SIL-077,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,14.5,145,66.56,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
77,78,SFU-SIL-078,SFU-SIL-078,SFU-SIL-078,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,16,160,84.76,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
78,79,SFU-SIL-079,SFU-SIL-079,SFU-SIL-079,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,15.45,154.5,71,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
79,80,SFU-SIL-080,SFU-SIL-080,SFU-SIL-080,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,16,160,97.31,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
80,81,SFU-SIL-081,SFU-SIL-081,SFU-SIL-081,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,16.95,169.5,102.99,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
81,82,SFU-SIL-082,SFU-SIL-082,SFU-SIL-082,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,16.4,164,92.68,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
82,83,SFU-SIL-083,SFU-SIL-083,SFU-SIL-083,Siganus_fuscescens,Dumaguete,DUMA,NA,NA,NA,,15.45,154.5,85.16,12.74,0,3829,131377,,,3,262,26811.63265,0,0,0.235478807,20.56514914,NA,-1.64272,0.4501563,,,,,,
