MorphoJ_ID,TPSDig_ID,Gonadal_Specimen_ID,All_Fish_ID,Tissue_Sample_ID,Species,Location,Location_Code,Sex,Mature,Gonadal_Stage,Gonadal_Stage_Index,Standard_Length,Standard_Length_mm,Weight_g,Habitat_Area,Distance_from_PopHub_km,Pop_Density,Pop_Size,NumFishers_Abner,NumFishersTargetingSiganids_Abner,FishersWithRegisteredGear_FisheriesProfile,NumFishers_FISHR,PopSize_DIV_HabitatArea,NumFishers_Abner_DIV_HabitatArea,NumFishersTargetingSiganids_Abner_DIV_HabitatArea,FishersWithRegisteredGear_FisheriesProfile_DIV_HabitatArea,NumFishers_FISHR_DIV_HabitatArea,B-value,PC1,PC2,Csize,lnCsize,TW_Csize,lnTW_lnCsize,Total_Length_cm,TW_TL
216,217,SFU-AYU-014,SFU-AYU-014,SFU-AYU-014,Siganus_fuscescens,Ayungon,AYU,M,N,Stage 2,2,9.7,97,22.62,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,16.31520692,2.792097613,1.386436599,1.117022004,11.5,1.966956522
217,218,SFU-AYU-015,SFU-AYU-015,SFU-AYU-015,Siganus_fuscescens,Ayungon,AYU,M,N,Stage 2b,2.5,10.7,107,26.41,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,17.67444792,2.872119976,1.494247522,1.139834949,12.4,2.12983871
218,219,SFU-AYU-016,SFU-AYU-016,SFU-AYU-016,Siganus_fuscescens,Ayungon,AYU,F,Y,Stage 3,3,15.3,153,75.94,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,25.82573166,3.251371346,2.940478163,1.331728398,18.6,4.082795699
219,220,SFU-AYU-017,SFU-AYU-017,SFU-AYU-017,Siganus_fuscescens,Ayungon,AYU,F,N,Stage 2,2,11.6,116,37.65,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,19.88884141,2.990158841,1.893021279,1.21342482,14.2,2.651408451
220,221,SFU-AYU-018,SFU-AYU-018,SFU-AYU-018,Siganus_fuscescens,Ayungon,AYU,M,N,Stage 2b,2.5,10.8,108,30.82,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,18.14028237,2.898135011,1.698981271,1.182886172,12.9,2.389147287
221,222,SFU-AYU-019,SFU-AYU-019,SFU-AYU-019,Siganus_fuscescens,Ayungon,AYU,F,N,Stage 2,2,11.3,113,32.46,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,18.65141683,2.925922113,1.74035036,1.189371565,13.3,2.440601504
222,223,SFU-AYU-020,SFU-AYU-020,SFU-AYU-020,Siganus_fuscescens,Ayungon,AYU,NA,NA,NA,,9.5,95,19.71,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,NA,1.484768,-0.9490012,,,,,,
223,224,SFU-AYU-021,SFU-AYU-021,SFU-AYU-021,Siganus_fuscescens,Ayungon,AYU,M,N,Stage 2,2,9.3,93,19.58,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,15.60763652,2.747760315,1.254514095,1.082521143,11.3,1.732743363
224,225,SFU-AYU-022,SFU-AYU-022,SFU-AYU-022,Siganus_fuscescens,Ayungon,AYU,M,Y,Stage 4,4,13.9,139,62.24,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,23.17408412,3.14303459,2.685758785,1.314334208,16.4,3.795121951
225,226,SFU-AYU-023,SFU-AYU-023,SFU-AYU-023,Siganus_fuscescens,Ayungon,AYU,F,N,Stage 2,2,12.1,121,40.87,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,20.24891551,3.008101237,2.018379699,1.233467894,14.5,2.81862069
226,227,SFU-AYU-024,SFU-AYU-024,SFU-AYU-024,Siganus_fuscescens,Ayungon,AYU,F,N,Stage 2,2,10.4,104,28.26,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,17.63325168,2.86978642,1.602653924,1.164354028,12.4,2.279032258
227,228,SFU-AYU-025,SFU-AYU-025,SFU-AYU-025,Siganus_fuscescens,Ayungon,AYU,NA,NA,NA,,10.7,107,29.95,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,NA,1.484768,-0.9490012,,,,,,
228,229,SFU-AYU-026,SFU-AYU-026,SFU-AYU-026,Siganus_fuscescens,Ayungon,AYU,F,N,Stage 2,2,9.2,92,21.27,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,15.69440117,2.753304035,1.355260374,1.11041047,11,1.933636364
229,230,SFU-AYU-027,SFU-AYU-027,SFU-AYU-027,Siganus_fuscescens,Ayungon,AYU,M,Y,Stage 3,3,9.3,93,20.28,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,16.06343556,2.776545606,1.262494559,1.083949485,11.3,1.794690265
230,231,SFU-AYU-028,SFU-AYU-028,SFU-AYU-028,Siganus_fuscescens,Ayungon,AYU,M,N,Stage 2b,2.5,10,100,23.19,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,16.71182949,2.816116821,1.387639816,1.116331939,12,1.9325
231,232,SFU-AYU-029,SFU-AYU-029,SFU-AYU-029,Siganus_fuscescens,Ayungon,AYU,M,N,Stage 2,2,9.6,96,21.65,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,16.29237811,2.790697398,1.328842226,1.101877064,11.5,1.882608696
232,233,SFU-AYU-030,SFU-AYU-030,SFU-AYU-030,Siganus_fuscescens,Ayungon,AYU,M,NA,NA,,10.6,106,30.33,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,18.05394615,2.893364284,1.679965131,1.179297519,12.6,2.407142857
233,234,SFU-AYU-031,SFU-AYU-031,SFU-AYU-031,Siganus_fuscescens,Ayungon,AYU,M,NA,NA,,9.1,91,17.74,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,15.52108637,2.742199511,1.142961232,1.048728207,10.8,1.642592593
234,235,SFU-AYU-032,SFU-AYU-032,SFU-AYU-032,Siganus_fuscescens,Ayungon,AYU,M,NA,NA,,10.9,109,29.28,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,18.19861691,2.901345597,1.608913476,1.16390984,13.1,2.235114504
235,236,SFU-AYU-033,SFU-AYU-033,SFU-AYU-033,Siganus_fuscescens,Ayungon,AYU,M,NA,NA,,11.3,113,33.63,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,19.02318011,2.945658241,1.767843221,1.193423757,13.4,2.509701493
236,237,SFU-AYU-034,SFU-AYU-034,SFU-AYU-034,Siganus_fuscescens,Ayungon,AYU,NA,NA,NA,,10.9,109,29.27,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,NA,1.484768,-0.9490012,,,,,,
237,238,SFU-AYU-035,SFU-AYU-035,SFU-AYU-035,Siganus_fuscescens,Ayungon,AYU,NA,NA,NA,,11.1,111,30.82,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,NA,1.484768,-0.9490012,,,,,,
238,239,SFU-AYU-036,SFU-AYU-036,SFU-AYU-036,Siganus_fuscescens,Ayungon,AYU,NA,NA,NA,,10.9,109,28.99,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,NA,1.484768,-0.9490012,,,,,,
239,240,SFU-AYU-037,SFU-AYU-037,SFU-AYU-037,Siganus_fuscescens,Ayungon,AYU,F,NA,NA,,12.5,125,45.7,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,20.93044178,3.041204644,2.183422618,1.256771163,15.2,3.006578947
240,241,SFU-AYU-038,SFU-AYU-038,SFU-AYU-038,Siganus_fuscescens,Ayungon,AYU,F,NA,NA,,12.4,124,41.5,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,20.89378865,3.039451921,1.98623623,1.225778043,14.9,2.785234899
241,242,SFU-AYU-039,SFU-AYU-039,SFU-AYU-039,Siganus_fuscescens,Ayungon,AYU,M,NA,NA,,10.7,107,27.74,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,18.02797045,2.891924466,1.538720072,1.149018743,13.1,2.117557252
242,243,SFU-AYU-040,SFU-AYU-040,SFU-AYU-040,Siganus_fuscescens,Ayungon,AYU,M,NA,NA,,11,110,31.48,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,18.51624744,2.918648587,1.7001285,1.181832043,13.5,2.331851852
243,244,SFU-AYU-041,SFU-AYU-041,SFU-AYU-041,Siganus_fuscescens,Ayungon,AYU,M,NA,NA,,11.4,114,32.3,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,18.94745026,2.941669371,1.70471486,1.181324884,13.5,2.392592593
244,245,SFU-AYU-042,SFU-AYU-042,SFU-AYU-042,Siganus_fuscescens,Ayungon,AYU,NA,NA,NA,,11.4,114,34.73,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,NA,1.484768,-0.9490012,,,,,,
245,246,SFU-AYU-043,SFU-AYU-043,SFU-AYU-043,Siganus_fuscescens,Ayungon,AYU,NA,NA,NA,,12.6,126,42.09,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,NA,1.484768,-0.9490012,,,,,,
246,247,SFU-AYU-044,SFU-AYU-044,SFU-AYU-044,Siganus_fuscescens,Ayungon,AYU,F,NA,NA,,11.6,116,34.88,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,19.74349848,2.982824246,1.766657517,1.190788765,14.4,2.422222222
247,248,SFU-AYU-045,SFU-AYU-045,SFU-AYU-045,Siganus_fuscescens,Ayungon,AYU,F,NA,NA,,11.2,112,31.2,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,18.60965738,2.92368066,1.676548868,1.176742092,13.2,2.363636364
248,249,SFU-AYU-046,SFU-AYU-046,SFU-AYU-046,Siganus_fuscescens,Ayungon,AYU,NA,NA,NA,,10.3,103,26.8,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,NA,1.484768,-0.9490012,,,,,,
249,250,SFU-AYU-047,SFU-AYU-047,SFU-AYU-047,Siganus_fuscescens,Ayungon,AYU,NA,NA,NA,,10.4,104,25.06,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,NA,1.484768,-0.9490012,,,,,,
250,251,SFU-AYU-048,SFU-AYU-048,SFU-AYU-048,Siganus_fuscescens,Ayungon,AYU,M,NA,NA,,14.3,143,62.68,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,24.30020952,3.190484973,2.579401628,1.2969948,17.3,3.623121387
251,252,SFU-AYU-049,SFU-AYU-049,SFU-AYU-049,Siganus_fuscescens,Ayungon,AYU,F,NA,NA,,14.9,149,78.42,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,25.59772662,3.242503544,3.063553305,1.345281181,18,4.356666667
252,253,SFU-AYU-050,SFU-AYU-050,SFU-AYU-050,Siganus_fuscescens,Ayungon,AYU,M,NA,NA,,13.7,137,54.87,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,22.93908243,3.132842112,2.391987568,1.278381293,16.8,3.266071429
253,254,SFU-AYU-051,SFU-AYU-051,SFU-AYU-051,Siganus_fuscescens,Ayungon,AYU,NA,NA,NA,,10.5,105,26.29,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,NA,1.484768,-0.9490012,,,,,,
254,255,SFU-AYU-052,SFU-AYU-052,SFU-AYU-052,Siganus_fuscescens,Ayungon,AYU,M,NA,NA,,9.7,97,22.49,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,16.7423879,2.817943701,1.343297034,1.104731356,11.8,1.905932203
255,256,SFU-AYU-053,SFU-AYU-053,SFU-AYU-053,Siganus_fuscescens,Ayungon,AYU,F,NA,NA,,13.1,131,53.31,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,22.18372038,3.099358704,2.403113594,1.282886013,15.7,3.395541401
256,257,SFU-AYU-054,SFU-AYU-054,SFU-AYU-054,Siganus_fuscescens,Ayungon,AYU,NA,NA,NA,,10.7,107,26.29,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,NA,1.484768,-0.9490012,,,,,,
257,258,SFU-AYU-055,SFU-AYU-055,SFU-AYU-055,Siganus_fuscescens,Ayungon,AYU,F,NA,NA,,15.8,158,96.31,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,27.24311714,3.304800907,3.535204855,1.382102064,19.1,5.042408377
258,259,SFU-AYU-056,SFU-AYU-056,SFU-AYU-056,Siganus_fuscescens,Ayungon,AYU,NA,NA,NA,,11.6,116,35.51,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,NA,1.484768,-0.9490012,,,,,,
259,260,SFU-AYU-057,SFU-AYU-057,SFU-AYU-057,Siganus_fuscescens,Ayungon,AYU,F,NA,NA,,13.6,136,59.6,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,22.99484587,3.135270098,2.59188517,1.303765049,16.1,3.701863354
260,261,SFU-AYU-058,SFU-AYU-058,SFU-AYU-058,Siganus_fuscescens,Ayungon,AYU,F,NA,NA,,12.5,125,50.73,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.816,1.484768,-0.9490012,21.36016298,3.061527644,2.374981879,1.282535357,15.5,3.272903226
261,262,SFU-AYU-059,SFU-AYU-059,SFU-AYU-059,Siganus_fuscescens,Ayungon,AYU,M,NA,NA,,13,130,51.22,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,2.728,1.484768,-0.9490012,22.01309349,3.091637435,2.326797005,1.273153843,16,3.20125
262,263,SFU-AYU-060,SFU-AYU-060,SFU-AYU-060,Siganus_fuscescens,Ayungon,AYU,NA,NA,NA,,11.3,113,34.64,15.54,83.1,186,46303,1025,,138,1023,4097.610619,65.95881596,0,8.88030888,65.83011583,NA,1.484768,-0.9490012,,,,,,
